"1 HOUR BEFORE","1 DAY BEFORE","OUTPUT"
"8053.69608","6910.1604","8087.67792"
"8087.67792","8325.5508","5165.23968"
"5165.23968","6813.35892","5281.2144"
"5281.2144","8401.932","5161.1868"
"5161.1868","8487.666","5377.23648"
"5377.23648","8487.666","5255.02656"
"5255.02656","6550.0776","5324.8608"
"5324.8608","6473.54052","7197.91488"
"7197.91488","6515.784","8357.19444"
"8357.19444","8436.2256","8668.64268"
"8668.64268","8547.52392","8607.6936"
"8607.6936","7976.53548","8281.9044"
"8281.9044","8624.52864","7595.87652"
"7595.87652","7210.38528","7221.9204"
"7221.9204","6826.29696","6482.11392"
"6482.11392","6197.7888","5953.36896"
"5953.36896","5936.06628","5761.3248"
"5761.3248","5846.43528","5830.37964"
"5830.37964","6023.2032","5615.42112"
"5615.42112","5988.59784","5830.37964"
"5830.37964","6459.6672","6162.87168"
"6162.87168","7769.0592","7028.16156"
"7028.16156","7645.914","7227.84384"
"7227.84384","7543.96848","6961.6008"
"6961.6008","6745.39524","6910.1604"
"6910.1604","6813.35892","8325.5508"
"8325.5508","5555.5632","6813.35892"
"6813.35892","5471.07624","8401.932"
"8401.932","5384.0952","8487.666"
"8487.666","5571.46296","8487.666"
"8487.666","5190.804","6550.0776"
"6550.0776","6995.8944","6473.54052"
"6473.54052","7647.4728","6515.784"
"6515.784","8196.1704","8436.2256"
"8436.2256","7943.6448","8547.52392"
"8547.52392","7908.72768","7976.53548"
"7976.53548","7594.4736","8624.52864"
"8624.52864","7646.84928","7210.38528"
"7210.38528","5988.9096","6826.29696"
"6826.29696","5636.6208","6197.7888"
"6197.7888","5390.01864","5936.06628"
"5936.06628","5231.48868","5846.43528"
"5846.43528","5460.4764","6023.2032"
"6023.2032","5566.16304","5988.59784"
"5988.59784","5727.18708","6459.6672"
"6459.6672","6332.78088","7769.0592"
"7769.0592","6498.6372","7645.914"
"7645.914","6841.5732","7543.96848"
"7543.96848","6772.986","6745.39524"
"6745.39524","6481.4904","6813.35892"
"6813.35892","6464.3436","5555.5632"
"5555.5632","6252.65856","5471.07624"
"5471.07624","6218.67672","5384.0952"
"5384.0952","5997.79476","5571.46296"
"5571.46296","6048.76752","5190.804"
"5190.804","6048.76752","6995.8944"
"6995.8944","7574.2092","7647.4728"
"7647.4728","8049.79908","8196.1704"
"8196.1704","8208.32904","7943.6448"
"7943.6448","7996.95576","7908.72768"
"7908.72768","7627.05252","7594.4736"
"7594.4736","6781.5594","7646.84928"
"7646.84928","5830.37964","5988.9096"
"5988.9096","5597.6508","5636.6208"
"5636.6208","5491.02888","5390.01864"
"5390.01864","5366.63664","5231.48868"
"5231.48868","5548.5486","5460.4764"
"5460.4764","5795.15076","5566.16304"
"5566.16304","6430.05","5727.18708"
"5727.18708","7407.4176","6332.78088"
"6332.78088","7218.8028","6498.6372"
"6498.6372","6550.0776","6841.5732"
"6841.5732","5264.0676","6772.986"
"6772.986","4504.30848","6481.4904"
"6481.4904","6094.908","6464.3436"
"6464.3436","6148.6866","6252.65856"
"6252.65856","5115.35808","6218.67672"
"6218.67672","3613.92192","5997.79476"
"5997.79476","5516.90496","6048.76752"
"6048.76752","5289.94368","6048.76752"
"6048.76752","8461.01052","7574.2092"
"7574.2092","8744.868","8049.79908"
"8049.79908","8754.37668","8208.32904"
"8208.32904","7803.97632","7996.95576"
"7996.95576","8153.14752","7627.05252"
"7627.05252","7070.7168","6781.5594"
"6781.5594","6127.95456","5830.37964"
"5830.37964","5377.23648","5597.6508"
"5597.6508","5255.02656","5491.02888"
"5491.02888","5377.23648","5366.63664"
"5366.63664","5412.1536","5548.5486"
"5548.5486","5464.52928","5795.15076"
"5795.15076","6127.95456","6430.05"
"6430.05","7454.80512","7407.4176"
"7407.4176","7051.2318","7218.8028"
"7218.8028","6313.14","6550.0776"
"6550.0776","6481.4904","5264.0676"
"5264.0676","5386.12164","4504.30848"
"4504.30848","5332.6548","6094.908"
"6094.908","5212.6272","6148.6866"
"6148.6866","3466.14768","5115.35808"
"5115.35808","5182.2306","3613.92192"
"3613.92192","6835.02624","5516.90496"
"5516.90496","7733.2068","5289.94368"
"5289.94368","8841.66948","8461.01052"
"8461.01052","8807.06412","8744.868"
"8744.868","8484.86016","8754.37668"
"8754.37668","8135.68896","7803.97632"
"7803.97632","7158.0096","8153.14752"
"8153.14752","6337.45728","7070.7168"
"7070.7168","5883.53472","6127.95456"
"6127.95456","5569.28064","5377.23648"
"5377.23648","5481.98784","5255.02656"
"5255.02656","5691.49056","5377.23648"
"5377.23648","5918.45184","5412.1536"
"5412.1536","6581.87712","5464.52928"
"5464.52928","4451.9328","6127.95456"
"6127.95456","7509.98664","7454.80512"
"7454.80512","6851.86128","7051.2318"
"7051.2318","6801.35616","6313.14"
"6313.14","6847.34076","6481.4904"
"6481.4904","6830.34984","5386.12164"
"5386.12164","6694.42248","5332.6548"
"5332.6548","6252.65856","5212.6272"
"5212.6272","6286.6404","3466.14768"
"3466.14768","5199.22152","5182.2306"
"5182.2306","6414.15024","6835.02624"
"6835.02624","7441.7112","7733.2068"
"7733.2068","7070.7168","8841.66948"
"8841.66948","8131.32432","8807.06412"
"8807.06412","7922.601","8484.86016"
"8484.86016","7492.99572","8135.68896"
"8135.68896","7098.7752","7158.0096"
"7158.0096","6263.57016","6337.45728"
"6337.45728","5761.3248","5883.53472"
"5883.53472","5778.78336","5569.28064"
"5569.28064","5601.39192","5481.98784"
"5481.98784","5478.09084","5691.49056"
"5691.49056","5272.48512","5918.45184"
"5918.45184","5394.69504","6581.87712"
"6581.87712","5831.15904","4451.9328"
"4451.9328","6796.368","7509.98664"
"7509.98664","7187.15916","6851.86128"
"6851.86128","6966.2772","6801.35616"
"6801.35616","6721.5456","6847.34076"
"6847.34076","6490.53144","6830.34984"
"6830.34984","6601.518","6694.42248"
"6694.42248","5486.976","6252.65856"
"6252.65856","6490.53144","6286.6404"
"6286.6404","5727.0312","5199.22152"
"5199.22152","6490.53144","6414.15024"
"6414.15024","6439.55868","7441.7112"
"7441.7112","7508.42784","7070.7168"
"7070.7168","8198.66448","8131.32432"
"8131.32432","8189.62344","7922.601"
"7922.601","8230.464","7492.99572"
"7492.99572","7870.3812","7098.7752"
"7098.7752","7509.36312","6263.57016"
"6263.57016","6523.11036","5761.3248"
"5761.3248","5953.36896","5778.78336"
"5778.78336","5671.84968","5601.39192"
"5601.39192","5548.5486","5478.09084"
"5478.09084","5671.84968","5272.48512"
"5272.48512","5848.6176","5394.69504"
"5394.69504","6459.6672","5831.15904"
"5831.15904","6826.29696","6796.368"
"6796.368","6878.67264","7187.15916"
"7187.15916","6581.87712","6966.2772"
"6966.2772","5657.97636","6721.5456"
"6721.5456","6507.52236","6490.53144"
"6490.53144","6354.60408","6601.518"
"6601.518","6388.58592","5486.976"
"5486.976","6014.78568","6490.53144"
"6490.53144","6116.7312","5727.0312"
"5727.0312","6031.7766","6490.53144"
"6490.53144","6099.74028","6439.55868"
"6439.55868","7340.07744","7508.42784"
"7508.42784","7917.76872","8198.66448"
"8198.66448","8019.71424","8189.62344"
"8189.62344","7815.8232","8230.464"
"8230.464","6711.4134","7870.3812"
"7870.3812","6371.595","7509.36312"
"7509.36312","6550.0776","6523.11036"
"6523.11036","5984.2332","5953.36896"
"5953.36896","5761.79244","5671.84968"
"5671.84968","5675.27904","5548.5486"
"5548.5486","5656.57344","5671.84968"
"5671.84968","5604.19776","5848.6176"
"5848.6176","5915.646","6459.6672"
"6459.6672","7390.2708","6826.29696"
"6826.29696","7071.96384","6878.67264"
"6878.67264","6538.23072","6581.87712"
"6581.87712","6464.65536","5657.97636"
"5657.97636","6767.68608","6507.52236"
"6507.52236","5471.388","6354.60408"
"6354.60408","5709.8844","6388.58592"
"6388.58592","5536.8576","6014.78568"
"6014.78568","5536.8576","6116.7312"
"6116.7312","5069.68524","6031.7766"
"6031.7766","4913.96112","6099.74028"
"6099.74028","7098.7752","7340.07744"
"7340.07744","8213.3172","7917.76872"
"7917.76872","8299.0512","8019.71424"
"8019.71424","8058.996","7815.8232"
"7815.8232","7716.06","6711.4134"
"6711.4134","6652.9584","6371.595"
"6371.595","6207.1416","6550.0776"
"6550.0776","5847.99408","5984.2332"
"5984.2332","5425.24752","5761.79244"
"5761.79244","5337.17532","5675.27904"
"5675.27904","5390.01864","5656.57344"
"5656.57344","5583.77748","5604.19776"
"5604.19776","6180.33024","5915.646"
"5915.646","6292.8756","7390.2708"
"7390.2708","6575.48604","7071.96384"
"7071.96384","6633.00576","6538.23072"
"6538.23072","6750.85104","6464.65536"
"6464.65536","6565.6656","6767.68608"
"6767.68608","6252.65856","5471.388"
"5471.388","6150.71304","5709.8844"
"5709.8844","6065.75844","5536.8576"
"5536.8576","6133.72212","5536.8576"
"5536.8576","6031.7766","5069.68524"
"5069.68524","5369.13072","4913.96112"
"4913.96112","7102.20456","7098.7752"
"7098.7752","7201.656","8213.3172"
"8213.3172","7510.2984","8299.0512"
"8299.0512","8054.4304","8058.996"
"8058.996","5028.06528","7716.06"
"7716.06","6686.62848","6652.9584"
"6652.9584","6005.74464","6207.1416"
"6207.1416","5534.36352","5847.99408"
"5847.99408","5301.94644","5425.24752"
"5425.24752","5178.64536","5337.17532"
"5337.17532","5301.94644","5390.01864"
"5390.01864","5513.31972","5583.77748"
"5583.77748","5597.6508","6180.33024"
"6180.33024","6656.8554","6292.8756"
"6292.8756","6279.46992","6575.48604"
"6575.48604","6060.6144","6633.00576"
"6633.00576","6581.87712","6750.85104"
"6750.85104","6507.2106","6565.6656"
"6565.6656","6614.7678","6252.65856"
"6252.65856","6632.694","6150.71304"
"6150.71304","6184.07136","6065.75844"
"6065.75844","6075.57888","6133.72212"
"6133.72212","5967.0864","6031.7766"
"6031.7766","6127.95456","5369.13072"
"5369.13072","7441.08768","7102.20456"
"7102.20456","8115.8922","7201.656"
"7201.656","7390.2708","7510.2984"
"7510.2984","6546.96","8054.4304"
"8054.4304","6677.43156","5028.06528"
"5028.06528","6422.56776","6686.62848"
"6686.62848","5518.152","6005.74464"
"6005.74464","5534.36352","5534.36352"
"5534.36352","5220.10944","5301.94644"
"5301.94644","4905.85536","5178.64536"
"5178.64536","4958.23104","5301.94644"
"5301.94644","5150.2752","5513.31972"
"5513.31972","5335.14888","5597.6508"
"5597.6508","6116.7312","6656.8554"
"6656.8554","5854.38516","6279.46992"
"6279.46992","6320.62224","6060.6144"
"6060.6144","6422.56776","6581.87712"
"6581.87712","5161.1868","6507.2106"
"6507.2106","5246.9208","6614.7678"
"6614.7678","6241.4352","6632.694"
"6632.694","5831.00316","6184.07136"
"6184.07136","5658.444","6075.57888"
"6075.57888","5692.7376","5967.0864"
"5967.0864","5812.7652","6127.95456"
"6127.95456","6500.81952","7441.08768"
"7441.08768","7442.02296","8115.8922"
"8115.8922","7353.639","7390.2708"
"7390.2708","6972.98004","6546.96"
"6546.96","6540.41304","6677.43156"
"6677.43156","5656.57344","6422.56776"
"6422.56776","5743.86624","5518.152"
"5518.152","4870.93824","5534.36352"
"5534.36352","4731.26976","5220.10944"
"5220.10944","4597.36884","4905.85536"
"4905.85536","4456.45332","4958.23104"
"4958.23104","4791.12768","5150.2752"
"5150.2752","5178.64536","5335.14888"
"5335.14888","5827.88556","6116.7312"
"6116.7312","5199.22152","5854.38516"
"5854.38516","6439.55868","6320.62224"
"6320.62224","6550.0776","6422.56776"
"6422.56776","6430.05","5161.1868"
"5161.1868","6371.595","5246.9208"
"5246.9208","6235.66764","6241.4352"
"6241.4352","5847.0588","5831.00316"
"5831.00316","5607.0036","5658.444"
"5658.444","5589.8568","5692.7376"
"5692.7376","5761.3248","5812.7652"
"5812.7652","7201.656","6500.81952"
"6500.81952","7102.20456","7442.02296"
"7442.02296","7287.39","7353.639"
"7353.639","7232.52024","6972.98004"
"6972.98004","6567.2244","6540.41304"
"6540.41304","5952.12192","5656.57344"
"5656.57344","5363.8308","5743.86624"
"5743.86624","5324.8608","4870.93824"
"4870.93824","4967.27208","4731.26976"
"4731.26976","4932.0432","4597.36884"
"4597.36884","4797.9864","4456.45332"
"4456.45332","5011.23024","4791.12768"
"4791.12768","5294.62008","5178.64536"
"5178.64536","5935.9104","5827.88556"
"5827.88556","6378.6096","5199.22152"
"5199.22152","6395.7564","6439.55868"
"6439.55868","5287.4496","6550.0776"
"6550.0776","5832.71784","6430.05"
"6430.05","5270.61456","6371.595"
"6371.595","5097.276","6235.66764"
"6235.66764","7630.48188","5847.0588"
"5847.0588","7153.17732","5607.0036"
"5607.0036","6626.4588","5589.8568"
"5589.8568","7493.1516","5761.3248"
"5761.3248","7047.3348","7201.656"
"7201.656","6073.24068","7102.20456"
"7102.20456","5727.18708","7287.39"
"7287.39","5484.94956","7232.52024"
"7232.52024","5412.1536","6567.2244"
"6567.2244","5307.40224","5952.12192"
"5952.12192","5255.02656","5363.8308"
"5363.8308","5272.48512","5324.8608"
"5324.8608","5246.9208","4967.27208"
"4967.27208","5437.0944","4932.0432"
"4932.0432","5673.40848","4797.9864"
"4797.9864","5687.59356","5011.23024"
"5011.23024","5821.02684","5294.62008"
"5294.62008","5799.67128","5935.9104"
"5935.9104","5606.06832","6378.6096"
"6378.6096","5808.0888","6395.7564"
"6395.7564","5454.55296","5287.4496"
"5287.4496","5454.08532","5832.71784"
"5832.71784","5415.73884","5270.61456"
"5270.61456","5571.46296","5097.276"
"5097.276","6505.80768","7630.48188"
"7630.48188","6881.3226","7153.17732"
"7153.17732","7102.20456","6626.4588"
"6626.4588","7013.0412","7493.1516"
"7493.1516","6841.5732","7047.3348"
"7047.3348","6310.0224","6073.24068"
"6073.24068","5589.8568","5727.18708"
"5727.18708","5315.508","5484.94956"
"5484.94956","5156.19864","5412.1536"
"5412.1536","4923.31392","5307.40224"
"5307.40224","5150.2752","5255.02656"
"5255.02656","5132.81664","5272.48512"
"5272.48512","5303.0376","5246.9208"
"5246.9208","6077.44944","5437.0944"
"5437.0944","5959.60416","5673.40848"
"5673.40848","6021.17676","5687.59356"
"5687.59356","5954.46012","5821.02684"
"5821.02684","5148.24876","5799.67128"
"5799.67128","5301.16704","5606.06832"
"5606.06832","5301.16704","5808.0888"
"5808.0888","4585.2102","5454.55296"
"5454.55296","4886.838","5454.08532"
"5454.08532","4818.2508","5415.73884"
"5415.73884","4886.838","5571.46296"
"5571.46296","7000.25904","6505.80768"
"6505.80768","7204.15008","6881.3226"
"6881.3226","7081.6284","7102.20456"
"7102.20456","7102.20456","7013.0412"
"7013.0412","7051.2318","6841.5732"
"6841.5732","5878.85832","6310.0224"
"6310.0224","5335.14888","5589.8568"
"5589.8568","5394.69504","5315.508"
"5315.508","5185.19232","5156.19864"
"5156.19864","4983.17184","4923.31392"
"4923.31392","4152.6432","5150.2752"
"5150.2752","4663.9296","5132.81664"
"5132.81664","4848.49152","5303.0376"
"5303.0376","5824.92384","6077.44944"
"6077.44944","6048.76752","5959.60416"
"5959.60416","6207.1416","6021.17676"
"6021.17676","5551.82208","5954.46012"
"5954.46012","5980.80384","5148.24876"
"5148.24876","5720.95188","5301.16704"
"5301.16704","5622.90336","5301.16704"
"5301.16704","5707.07856","4585.2102"
"4585.2102","5929.83108","4886.838"
"4886.838","5810.89464","4818.2508"
"4818.2508","6224.2884","4886.838"
"4886.838","5932.7928","7000.25904"
"7000.25904","7218.8028","7204.15008"
"7204.15008","6765.34788","7081.6284"
"7081.6284","6869.16396","7102.20456"
"7102.20456","6350.08356","7051.2318"
"7051.2318","6021.33264","5878.85832"
"5878.85832","5604.19776","5335.14888"
"5335.14888","5429.61216","5394.69504"
"5394.69504","5202.65088","5185.19232"
"5185.19232","4896.81432","4983.17184"
"4983.17184","4703.05548","4152.6432"
"4152.6432","4888.3968","4663.9296"
"4663.9296","5366.9484","4848.49152"
"4848.49152","5946.822","5824.92384"
"5824.92384","6087.114","6048.76752"
"6048.76752","6177.05676","6207.1416"
"6207.1416","5946.822","5551.82208"
"5551.82208","5774.41872","5980.80384"
"5980.80384","5131.25784","5720.95188"
"5720.95188","4989.7188","5622.90336"
"5622.90336","5115.35808","5707.07856"
"5707.07856","5234.4504","5929.83108"
"5929.83108","5377.86","5810.89464"
"5810.89464","5516.90496","6224.2884"
"6224.2884","6005.74464","5932.7928"
"5932.7928","5935.9104","7218.8028"
"7218.8028","6040.66176","6765.34788"
"6765.34788","6073.24068","6869.16396"
"6869.16396","6018.5268","6350.08356"
"6350.08356","5658.444","6021.33264"
"6021.33264","5220.10944","5604.19776"
"5604.19776","4723.63164","5429.61216"
"5429.61216","4643.97696","5202.65088"
"5202.65088","4773.51324","4896.81432"
"4896.81432","4678.89408","4703.05548"
"4703.05548","4720.66992","4888.3968"
"4888.3968","4740.46668","5366.9484"
"5366.9484","5012.3214","5946.822"
"5946.822","5084.18208","6087.114"
"6087.114","5067.34704","6177.05676"
"6177.05676","5134.6872","5946.822"
"5946.822","5016.84192","5774.41872"
"5774.41872","5097.276","5131.25784"
"5131.25784","4553.56656","4989.7188"
"4989.7188","4561.0488","5115.35808"
"5115.35808","4571.181","5234.4504"
"5234.4504","4678.7382","5377.86"
"5377.86","4804.2216","5516.90496"
"5516.90496","5447.07072","6005.74464"
"6005.74464","5530.93416","5935.9104"
"5935.9104","5865.60852","6040.66176"
"6040.66176","5579.88048","6073.24068"
"6073.24068","5575.0482","6018.5268"
"6018.5268","5270.3028","5658.444"
"5658.444","4888.3968","5220.10944"
"5220.10944","4286.7","4723.63164"
"4723.63164","4012.3512","4643.97696"
"4643.97696","4312.26432","4773.51324"
"4773.51324","4417.01568","4678.89408"
"4678.89408","4556.68416","4720.66992"
"4720.66992","4783.64544","4740.46668"
"4740.46668","5062.9824","5012.3214"
"5012.3214","5132.81664","5084.18208"
"5084.18208","5202.65088","5067.34704"
"5067.34704","5235.69744","5134.6872"
"5134.6872","5318.15796","5016.84192"
"5016.84192","5233.20336","5097.276"
"5097.276","4944.35772","4553.56656"
"4553.56656","4842.4122","4561.0488"
"4561.0488","4638.52116","4571.181"
"4571.181","4672.503","4678.7382"
"4678.7382","4281.71184","4804.2216"
"4804.2216","5691.9582","5447.07072"
"5447.07072","6235.66764","5530.93416"
"5530.93416","6021.33264","5865.60852"
"5865.60852","6211.66212","5579.88048"
"5579.88048","5865.60852","5575.0482"
"5575.0482","5604.19776","5270.3028"
"5270.3028","5231.48868","4888.3968"
"4888.3968","4914.42876","4286.7"
"4286.7","4843.971","4012.3512"
"4012.3512","4703.05548","4312.26432"
"4312.26432","4691.36448","4417.01568"
"4417.01568","4709.1348","4556.68416"
"4556.68416","4655.82384","4783.64544"
"4783.64544","5348.86632","5062.9824"
"5062.9824","5267.1852","5132.81664"
"5132.81664","5046.30324","5202.65088"
"5202.65088","5590.01268","5235.69744"
"5235.69744","5539.03992","5318.15796"
"5318.15796","6694.42248","5233.20336"
"5233.20336","5318.15796","4944.35772"
"4944.35772","5335.14888","4842.4122"
"4842.4122","5250.19428","4638.52116"
"4638.52116","5246.9208","4672.503"
"4672.503","5332.6548","4281.71184"
"4281.71184","6327.1692","5691.9582"
"5691.9582","6388.58592","6235.66764"
"6235.66764","6541.5042","6021.33264"
"6021.33264","6388.58592","6211.66212"
"6211.66212","6286.6404","5865.60852"
"5865.60852","5727.0312","5604.19776"
"5604.19776","5454.08532","5231.48868"
"5231.48868","5115.35808","4914.42876"
"4914.42876","4940.77248","4843.971"
"4843.971","4958.23104","4703.05548"
"4703.05548","5010.60672","4691.36448"
"4691.36448","5028.06528","4709.1348"
"4709.1348","5167.73376","4655.82384"
"4655.82384","5369.13072","5348.86632"
"5348.86632","5386.12164","5267.1852"
"5267.1852","5335.14888","5046.30324"
"5046.30324","5454.55296","5590.01268"
"5590.01268","5437.71792","5539.03992"
"5539.03992","5538.72816","6694.42248"
"6694.42248","5252.53248","5318.15796"
"5318.15796","5303.0376","5335.14888"
"5335.14888","5218.8624","5250.19428"
"5250.19428","5352.1398","5246.9208"
"5246.9208","5505.05808","5332.6548"
"5332.6548","6541.5042","6327.1692"
"6327.1692","7238.13192","6388.58592"
"6388.58592","7255.12284","6541.5042"
"6541.5042","7133.0688","6388.58592"
"6388.58592","6610.55904","6286.6404"
"6286.6404","5915.646","5727.0312"
"5727.0312","5879.7936","5454.08532"
"5454.08532","5270.3028","5115.35808"
"5115.35808","5324.0814","4940.77248"
"4940.77248","5207.63904","4958.23104"
"4958.23104","5388.45984","5010.60672"
"5010.60672","5726.71944","5028.06528"
"5028.06528","5872.62312","5167.73376"
"5167.73376","6930.4248","5369.13072"
"5369.13072","6060.6144","5386.12164"
"5386.12164","5622.90336","5335.14888"
"5335.14888","5912.84016","5454.55296"
"5454.55296","6127.95456","5437.71792"
"5437.71792","5114.26692","5538.72816"
"5538.72816","5012.3214","5252.53248"
"5252.53248","4852.5444","5303.0376"
"5303.0376","4774.44852","5218.8624"
"5218.8624","4876.39404","5352.1398"
"5352.1398","4831.65648","5505.05808"
"5505.05808","7747.85952","6541.5042"
"6541.5042","7934.75964","7238.13192"
"7238.13192","7968.74148","7255.12284"
"7255.12284","7068.22272","7133.0688"
"7133.0688","6817.25592","6610.55904"
"6610.55904","6529.50144","5915.646"
"5915.646","5988.28608","5879.7936"
"5879.7936","5534.36352","5270.3028"
"5270.3028","5202.65088","5324.0814"
"5324.0814","5115.35808","5207.63904"
"5207.63904","5188.93344","5388.45984"
"5388.45984","5331.096","5726.71944"
"5726.71944","6095.21976","5872.62312"
"5872.62312","7000.25904","6930.4248"
"6930.4248","6666.67584","6060.6144"
"6060.6144","6161.62464","5622.90336"
"5622.90336","5740.74864","5912.84016"
"5912.84016","6666.67584","6127.95456"
"6127.95456","7374.05928","5114.26692"
"5114.26692","6694.42248","5012.3214"
"5012.3214","6350.08356","4852.5444"
"4852.5444","6515.784","4774.44852"
"4774.44852","6498.6372","4876.39404"
"4876.39404","6652.9584","4831.65648"
"4831.65648","8080.35156","7747.85952"
"7747.85952","8755.15608","7934.75964"
"7934.75964","8504.8128","7968.74148"
"7968.74148","8305.2864","7068.22272"
"7068.22272","7000.88256","6817.25592"
"6817.25592","6791.37984","6529.50144"
"6529.50144","6442.20864","5988.28608"
"5988.28608","5548.5486","5534.36352"
"5534.36352","5460.4764","5202.65088"
"5202.65088","5604.19776","5115.35808"
"5115.35808","5689.46412","5188.93344"
"5188.93344","5953.68072","5331.096"
"5331.096","6217.89732","6095.21976"
"6095.21976","6961.6008","7000.25904"
"7000.25904","7153.17732","6666.67584"
"6666.67584","6303.63132","6161.62464"
"6161.62464","6235.66764","5740.74864"
"5740.74864","5727.0312","6666.67584"
"6666.67584","5709.8844","7374.05928"
"7374.05928","5674.96728","6694.42248"
"6694.42248","5759.92188","6350.08356"
"6350.08356","5298.3612","6515.784"
"6515.784","5418.3888","6498.6372"
"6498.6372","7204.15008","6652.9584"
"6652.9584","8436.2256","8080.35156"
"8080.35156","8487.666","8755.15608"
"8755.15608","8470.5192","8504.8128"
"8504.8128","8121.65976","8305.2864"
"8305.2864","7255.12284","7000.88256"
"7000.88256","7887.528","6791.37984"
"6791.37984","5864.2056","6442.20864"
"6442.20864","5761.79244","5548.5486"
"5548.5486","5636.6208","5460.4764"
"5460.4764","5442.86196","5604.19776"
"5604.19776","5384.40696","5689.46412"
"5689.46412","5846.43528","5953.68072"
"5953.68072","6004.02996","6217.89732"
"6217.89732","6817.25592","6961.6008"
"6961.6008","7161.43896","7153.17732"
"7153.17732","6412.9032","6303.63132"
"6303.63132","6550.0776","6235.66764"
"6235.66764","5281.2144","5727.0312"
"5727.0312","5212.6272","5709.8844"
"5709.8844","5052.38256","5674.96728"
"5674.96728","4827.44772","5759.92188"
"5759.92188","4783.9572","5298.3612"
"5298.3612","4852.5444","5418.3888"
"5418.3888","4869.6912","7204.15008"
"7204.15008","7956.1152","8436.2256"
"8436.2256","7730.8686","8487.666"
"8487.666","7713.87768","8470.5192"
"8470.5192","7543.96848","8121.65976"
"8121.65976","6869.16396","7255.12284"
"7255.12284","5900.8374","7887.528"
"7887.528","5178.64536","5864.2056"
"5864.2056","5011.23024","5761.79244"
"5761.79244","4993.45992","5636.6208"
"5636.6208","4904.60832","5442.86196"
"5442.86196","4797.9864","5384.40696"
"5384.40696","5029.00056","5846.43528"
"5846.43528","5722.04304","6004.02996"
"6004.02996","7125.89832","6817.25592"
"6817.25592","6966.2772","7161.43896"
"7161.43896","6035.6736","6412.9032"
"6412.9032","6035.6736","6550.0776"
"6550.0776","3926.6172","5281.2144"
"5281.2144","5058.306","5212.6272"
"5212.6272","4921.1316","5052.38256"
"5052.38256","4663.9296","4827.44772"
"4827.44772","4475.3148","4783.9572"
"4783.9572","4698.2232","4852.5444"
"4852.5444","4766.8104","4869.6912"
"4869.6912","7577.95032","7956.1152"
"7956.1152","7459.01388","7730.8686"
"7730.8686","7357.06836","7713.87768"
"7713.87768","7197.91488","7543.96848"
"7543.96848","6038.63532","6869.16396"
"6869.16396","5425.24752","5900.8374"
"5900.8374","5178.64536","5178.64536"
"5178.64536","4691.36448","5011.23024"
"5011.23024","4579.7544","4993.45992"
"4993.45992","4602.51288","4904.60832"
"4904.60832","4638.05352","4797.9864"
"4797.9864","5045.52384","5029.00056"
"5029.00056","5502.25224","5722.04304"
"5722.04304","7699.6926","7125.89832"
"7125.89832","6711.4134","6966.2772"
"6966.2772","5812.7652","6035.6736"
"6035.6736","5984.2332","6035.6736"
"6035.6736","6039.41472","3926.6172"
"3926.6172","4536.57564","5058.306"
"5058.306","4468.61196","4921.1316"
"4921.1316","4298.70276","4663.9296"
"4663.9296","3839.94792","4475.3148"
"4475.3148","4412.1834","4698.2232"
"4698.2232","5812.7652","4766.8104"
"4766.8104","6915.30444","7577.95032"
"7577.95032","7306.0956","7459.01388"
"7459.01388","7136.1864","7357.06836"
"7357.06836","6835.02624","7197.91488"
"7197.91488","6346.81008","6038.63532"
"6038.63532","6195.29472","5425.24752"
"5425.24752","5969.4246","5178.64536"
"5178.64536","5307.40224","4691.36448"
"4691.36448","4870.93824","4579.7544"
"4579.7544","4486.84992","4602.51288"
"4602.51288","4207.51296","4638.05352"
"4638.05352","4269.5532","5045.52384"
"5045.52384","5196.2598","5502.25224"
"5502.25224","5442.86196","7699.6926"
"7699.6926","5812.7652","6711.4134"
"6711.4134","5641.2972","5812.7652"
"5812.7652","5795.6184","5984.2332"
"5984.2332","5590.01268","6039.41472"
"6039.41472","5556.03084","4536.57564"
"4536.57564","5235.69744","4468.61196"
"4468.61196","4781.15136","4298.70276"
"4298.70276","4663.30608","3839.94792"
"3839.94792","4655.51208","4412.1834"
"4412.1834","4915.83168","5812.7652"
"5812.7652","6978.7476","6915.30444"
"6915.30444","7272.11376","7306.0956"
"7306.0956","6927.3072","7136.1864"
"7136.1864","5264.0676","6835.02624"
"6835.02624","6043.77936","6346.81008"
"6346.81008","5757.58368","6195.29472"
"6195.29472","5727.18708","5969.4246"
"5969.4246","5289.94368","5307.40224"
"5307.40224","5062.9824","4870.93824"
"4870.93824","4713.8112","4486.84992"
"4486.84992","4678.89408","4207.51296"
"4207.51296","4905.85536","4269.5532"
"4269.5532","5182.2306","5196.2598"
"5196.2598","6371.595","5442.86196"
"5442.86196","6155.7012","5812.7652"
"5812.7652","6378.6096","5641.2972"
"5641.2972","5986.72728","5795.6184"
"5795.6184","5607.0036","5590.01268"
"5590.01268","5264.0676","5556.03084"
"5556.03084","5260.01472","5235.69744"
"5235.69744","5144.04","4781.15136"
"4781.15136","4646.7828","4663.30608"
"4663.30608","4543.902","4655.51208"
"4655.51208","5115.35808","4915.83168"
"4915.83168","7419.888","6978.7476"
"6978.7476","7611.93216","7272.11376"
"7272.11376","7437.34656","6927.3072"
"6927.3072","6983.424","5264.0676"
"5264.0676","6337.45728","6043.77936"
"6043.77936","5115.35808","5757.58368"
